adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	sFam	div	rpkm_IP_polyP	rpkm_adult_polyP	LTR_type2	species	log2RPKM_centered
Undetermined_As:29688	3.83938740308425	1.62915438050232	Undetermined	rnd-5_family-2122	N0.HOG0000003_OG0000003_n0	C	As	321	LTR/Copia	9.7	5.07524729128447	11.9607084208232	non-autonomous	heligmosomoides_bakeri	-1.02115794455123
int_As:29692	2.83019989861387	4.00046173427219	int	rnd-5_family-870	no_RT	Other	As	404	LTR/Gypsy	5.2	9.90213300562422	7.00544529359869	non-autonomous	heligmosomoides_bakeri	-0.0568967361024817
int_As:29693	2.36941309537094	2.87639368114348	int	rnd-5_family-870	no_RT	Other	As	570	LTR/Gypsy	6.6	5.0463047037605	4.15686507959814	non-autonomous	heligmosomoides_bakeri	-1.02940874271339
LTR_As:29694	0.371640261411104	0.508888159399194	LTR	rnd-5_family-870	no_RT	Other	As	278	LTR/Gypsy	9	1.83053294747912	1.33683547270181	non-autonomous	heligmosomoides_bakeri	-2.49237232311696
int_As:29707	193.313925988744	121.884721180892	int	rnd-5_family-8573	N0.HOG0000009_OG0000005_n23	HC	As	2728	LTR/Gypsy	2.7	44.6791499929956	70.8628760955808	non-autonomous	heligmosomoides_bakeri	2.11689377030511
LTR_As:29708	2.21459829035034	1.53921735007176	LTR	rnd-5_family-8573	N0.HOG0000009_OG0000005_n23	HC	As	120	LTR/Gypsy	2.5	12.826811250598	18.4549857529195	non-autonomous	heligmosomoides_bakeri	0.316454591599445
int_As:29711	21.6731200798793	6.74651316268832	int	rnd-1_family-602	no_RT	Other	As	1358	LTR/Pao	8.9	4.96797729211217	15.9595876876872	non-autonomous	heligmosomoides_bakeri	-1.05197748460952
LTR_As:29712	0.296699850759543	0.204249751011942	LTR	rnd-1_family-602	no_RT	Other	As	164	LTR/Pao	9.2	1.24542531104843	1.80914543146063	non-autonomous	heligmosomoides_bakeri	-3.04799755900814
int_As:29738	2.6675445821824	3.77646796572095	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	190	LTR/Gypsy	16.8	19.876147188005	14.0397083272758	non-autonomous	heligmosomoides_bakeri	0.948330161619287
int_As:29739	99.5242393614318	101.638249092542	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3217	LTR/Gypsy	17.5	31.594109136631	30.9369721359751	non-autonomous	heligmosomoides_bakeri	1.61694761756486
LTR_As:29740	11.2855590821507	14.7771713223065	LTR	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	300	LTR/Gypsy	11.4	49.2572377410215	37.6185302738355	non-autonomous	heligmosomoides_bakeri	2.25762775736256
int_As:29747	2.89745037608919	3.08902174088498	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	524	LTR/Gypsy	17.3	5.89507965817744	5.52948545055189	non-autonomous	heligmosomoides_bakeri	-0.805124755860731
int_As:29748	6.31910219869876	10.3558336163118	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	707	LTR/Gypsy	12.9	14.6475723002996	8.93790975770688	non-autonomous	heligmosomoides_bakeri	0.507953602144173
int_As:29754	5.05751401091163	2.78215229318018	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	398	LTR/Pao	9.3	6.99033239492506	12.7073216354564	non-autonomous	heligmosomoides_bakeri	-0.559275005503395
int_As:29756	2.6805668255691	2.16678621654413	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	417	LTR/Pao	12.5	5.19613001569337	6.42821780712015	non-autonomous	heligmosomoides_bakeri	-0.987198534004783
int_As:29758	16.4229344089967	5.39875183660542	int	rnd-1_family-218	no_RT	Other	As	1335	LTR	25.6	4.0440088663711	12.3018235273384	non-autonomous	heligmosomoides_bakeri	-1.34884990352674
LTR_As:29787	0.893606502120823	0.71632463837134	LTR	rnd-5_family-9305	N0.HOG0000027_OG0000016_n0	C	As	403	LTR/Pao	0.5	1.77748049223658	2.21738586134199	non-autonomous	heligmosomoides_bakeri	-2.53480233741532
int_As:29788	100.250920156182	122.347323596967	int	rnd-5_family-9305	N0.HOG0000027_OG0000016_n0	C	As	1247	LTR/Pao	0.2	98.1133308716652	80.3936809592478	non-autonomous	heligmosomoides_bakeri	3.25174120292538
int_As:29790	1.4128013564135	0.61884588160921	int	rnd-5_family-68	N0.HOG0000027_OG0000016_n0	C	As	648	LTR/Pao	32.9	0.955009076557423	2.18024900681096	non-autonomous	heligmosomoides_bakeri	-3.43104971390959
int_As:29792	4.67319181330672	1.85892520236434	int	rnd-5_family-68	N0.HOG0000027_OG0000016_n0	C	As	451	LTR/Pao	28.4	4.12178537109611	10.3618443754029	non-autonomous	heligmosomoides_bakeri	-1.32136668077455
int_As:29794	6.02062318810804	2.79007875707996	int	rnd-5_family-68	N0.HOG0000027_OG0000016_n0	C	As	527	LTR/Pao	37.3	5.29426709123332	11.4243324252524	non-autonomous	heligmosomoides_bakeri	-0.960205084441244
int_As:29802	10.0141867072874	10.7372759108845	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	654	LTR/Pao	27.1	16.4178530747469	15.3122120906535	non-autonomous	heligmosomoides_bakeri	0.672557512554794
int_As:29805	6.91757100708775	9.29443975902361	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	1170	LTR/Pao	32.1	7.94396560600309	5.91245385221175	non-autonomous	heligmosomoides_bakeri	-0.374776687214736
int_As:29806	8.96716311114928	9.01804044085464	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	1444	LTR/Pao	27.4	6.24518036070266	6.20994675287347	non-autonomous	heligmosomoides_bakeri	-0.721892826394652
int_As:29808	29.290609983394	30.6261014900363	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	1862	LTR/Pao	31.1	16.4479599839078	15.7307250179345	non-autonomous	heligmosomoides_bakeri	0.675200690778625
int_As:29816	5.7684897591727	6.8656412960827	int	rnd-5_family-7789	N0.HOG0000016_OG0000008_n0	HC	As	1364	LTR/Pao	31.4	5.03346136076444	4.2290980639096	non-autonomous	heligmosomoides_bakeri	-1.03308522432171
int_As:29818	16.0373691814661	16.5030457656248	int	rnd-4_family-350	N0.HOG0000027_OG0000016_n0	C	As	1739	LTR/Pao	31.6	9.48996306246393	9.22217894276374	non-autonomous	heligmosomoides_bakeri	-0.118233591944817
int_As:29820	15.2099739312391	18.4637313625252	int	rnd-5_family-273	N0.HOG0000027_OG0000016_n0	C	As	1664	LTR/Pao	34.4	11.0959924053637	9.14060933367736	non-autonomous	heligmosomoides_bakeri	0.107330736373478
int_As:29822	1.77604080330128	0.920093487526804	int	rnd-1_family-218	no_RT	Other	As	899	LTR	25.4	1.02346327867275	1.97557375228173	non-autonomous	heligmosomoides_bakeri	-3.33117672369153
int_As:29825	23.1927011141966	15.5242313147455	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	1753	LTR/Pao	5.3	8.85580793767569	13.2302915654287	non-autonomous	heligmosomoides_bakeri	-0.218012130151879
LTR_As:29826	1.92637337015854	1.43814045334734	LTR	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	411	LTR/Pao	11.1	3.49912519062613	4.68703983006944	non-autonomous	heligmosomoides_bakeri	-1.55764178203668
LTR_As:29830	2.32048509519426	1.82894660028929	LTR	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	434	LTR/Gypsy	8.1	4.21416267347762	5.34673985067802	non-autonomous	heligmosomoides_bakeri	-1.2893900582517
int_As:29831	38.9540488510318	31.7216829888361	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	4138	LTR/Gypsy	4.1	7.66594562320834	9.41373824336196	non-autonomous	heligmosomoides_bakeri	-0.426172299120432
int_As:29832	8.188409978292	6.25835336148795	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	1562	LTR/Gypsy	3.3	4.00662827239945	5.24225990927785	non-autonomous	heligmosomoides_bakeri	-1.36224739845219
int_As:29840	10.9667816832571	9.17113538712101	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	2024	LTR/Gypsy	5.2	4.5311933730835	5.41837039686616	non-autonomous	heligmosomoides_bakeri	-1.18474500325891
LTR_As:29844	9.14843371466367	8.31439979081773	LTR	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	328	LTR/Gypsy	10.4	25.3487798500541	27.8915662032429	non-autonomous	heligmosomoides_bakeri	1.29920833659609
int_As:29845	10.5526981988851	6.17799195537195	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	1095	LTR/Gypsy	7.4	5.64200178572781	9.6371673049179	non-autonomous	heligmosomoides_bakeri	-0.868428941292502
int_As:29846	10.9529227776289	5.63592174046272	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	3763	LTR/Gypsy	8.8	1.49772036685164	2.9106890187693	non-autonomous	heligmosomoides_bakeri	-2.78186777449707
int_As:29855	2.91251453803759	3.29863193743006	int	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	302	LTR/Gypsy	30.9	10.9226223093711	9.64408787429667	non-autonomous	heligmosomoides_bakeri	0.0846112919367714
int_As:29856	35.2745213764277	36.733200440155	int	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	2708	LTR/Gypsy	31.1	13.5646973560395	13.0260418672185	non-autonomous	heligmosomoides_bakeri	0.397148890846882
Undetermined_As:29858	1.63226884499584	0.925181535000696	Undetermined	rnd-5_family-12057	N0.HOG0000032_OG0000021_n0	C	As	234	LTR/Pao	1.7	3.95376724359272	6.97550788459759	non-autonomous	heligmosomoides_bakeri	-1.38140812104544
int_As:29873	36.3969591047726	17.7130343621647	int	rnd-1_family-807	no_RT	Other	As	1542	LTR/Pao	9.7	11.4870521155413	23.6037348279978	non-autonomous	heligmosomoides_bakeri	0.157300642441193
LTR_As:29874	0.817898484906185	0.509222285928808	LTR	rnd-1_family-807	no_RT	Other	As	277	LTR/Pao	12.2	1.83834760263108	2.95270211157467	non-autonomous	heligmosomoides_bakeri	-2.48622648046567
LTR_As:29878	82.5362124403966	186.726709364088	LTR	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	971	LTR/Pao	7	192.303511188556	85.0012486512838	non-autonomous	heligmosomoides_bakeri	4.22260523041439
int_As:29879	201.136604877045	261.435364153001	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3125	LTR/Pao	4.3	83.6593165289603	64.3637135606544	non-autonomous	heligmosomoides_bakeri	3.02181824270224
int_As:29880	898.408364969857	1029.78568249171	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	9254	LTR/Pao	4.4	111.28006078363	97.0832467008706	non-autonomous	heligmosomoides_bakeri	3.43341523896187
LTR_As:29883	0.519009662153529	0.307190548027212	LTR	rnd-1_family-807	no_RT	Other	As	158	LTR/Pao	11.7	1.94424397485577	3.28487127945272	non-autonomous	heligmosomoides_bakeri	-2.40542679590785
int_As:29884	1.47703526586213	0.716096546291881	int	rnd-1_family-807	no_RT	Other	As	687	LTR/Pao	11.9	1.04235305137101	2.14997855292887	non-autonomous	heligmosomoides_bakeri	-3.3047920537903
int_As:29891	0.370545924304376	0.2050461141751	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	1184	LTR/Pao	13.8	0.173180839674916	0.312961084716534	non-autonomous	heligmosomoides_bakeri	-5.89428483625333
int_As:29892	0.966949538490002	0.510781517021246	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	682	LTR/Pao	10.6	0.748946505896256	1.41781457256599	non-autonomous	heligmosomoides_bakeri	-3.78170148200948
int_As:29893	0.297373518893381	0.102617044554482	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	366	LTR/Pao	10.7	0.280374438673449	0.812495953260603	non-autonomous	heligmosomoides_bakeri	-5.19920933177328
int_As:29894	3.48395804637159	0.925467643719791	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	1569	LTR/Pao	12.3	0.58984553455691	2.22049588678878	non-autonomous	heligmosomoides_bakeri	-4.12622695968303
int_As:29899	60.0308390706364	27.9828229864744	int	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	3461	LTR/Gypsy	33.8	8.08518433587818	17.3449405000394	non-autonomous	heligmosomoides_bakeri	-0.349355397445517
Undetermined_As:29908	58.3871210452307	33.9867128893781	Undetermined	rnd-4_family-888	N0.HOG0000026_OG0000015_n0	C	As	373	LTR/Gypsy	13.1	91.1171927329172	156.533836582388	non-autonomous	heligmosomoides_bakeri	3.14501533019516
int_As:29910	0.739061346780376	1.02773456754518	int	rnd-1_family-943	no_RT	Other	As	306	LTR/Gypsy	13.4	3.35860969786006	2.41523315941299	non-autonomous	heligmosomoides_bakeri	-1.61677191330215
Undetermined_As:29912	1.47517132762654	0.91867882356697	Undetermined	rnd-4_family-888	N0.HOG0000026_OG0000015_n0	C	As	195	LTR/Gypsy	6.1	4.71117345418959	7.56498116731557	non-autonomous	heligmosomoides_bakeri	-1.12854961425768
int_As:29926	8.5603200595987	8.79595921604224	int	rnd-5_family-2789	N0.HOG0000003_OG0000003_n0	C	As	1347	LTR/Gypsy	27.6	6.53003653752208	6.35510026696266	non-autonomous	heligmosomoides_bakeri	-0.657544999730035
int_As:29927	7.29272810162492	4.37682426377144	int	rnd-5_family-2789	N0.HOG0000003_OG0000003_n0	C	As	231	LTR/Gypsy	5.2	18.9472911851577	31.5702515221858	non-autonomous	heligmosomoides_bakeri	0.879283638122391
LTR_As:29940	1.10855529236902	1.31876543247664	LTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	240	LTR/Gypsy	8.6	5.49485596865267	4.6189803848709	non-autonomous	heligmosomoides_bakeri	-0.906554398138057
LTR_As:29949	0.370943080307728	0.509055172566602	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	121	LTR/Pao	7.5	4.20706754187275	3.0656452917994	non-autonomous	heligmosomoides_bakeri	-1.29182108396673
LTR_As:29950	14.3089757486284	19.8526892337815	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	697	LTR/Pao	15	28.4830548547798	20.5293769707725	non-autonomous	heligmosomoides_bakeri	1.46739591708323
LTR_As:29956	0.0741525189685947	0.204178882871791	LTR	rnd-1_family-807	no_RT	Other	As	268	LTR/Pao	1.9	0.761861503252951	0.276688503614159	non-autonomous	heligmosomoides_bakeri	-3.75703540081021
int_As:29957	18.7210614145757	11.4593859970103	int	rnd-1_family-807	no_RT	Other	As	2653	LTR/Pao	2.9	4.31940670825869	7.05656291540736	non-autonomous	heligmosomoides_bakeri	-1.25380289909582
LTR_As:29958	3.10646512835003	3.39409771897127	LTR	rnd-1_family-807	no_RT	Other	As	268	LTR/Pao	1.9	12.6645437275048	11.5912877923509	non-autonomous	heligmosomoides_bakeri	0.298087132267074
Undetermined_As:29962	0.592856304743472	3.1218441719224	Undetermined	rnd-5_family-12057	N0.HOG0000032_OG0000021_n0	C	As	215	LTR/Pao	9.8	14.5202054508019	2.75747118485336	non-autonomous	heligmosomoides_bakeri	0.495353897658442
int_As:29966	4.7228873508883	1.43814045334734	int	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	4322	LTR/Pao	9.6	0.332748832333952	1.09275505573538	non-autonomous	heligmosomoides_bakeri	-4.95213055521451
int_As:29972	1.04734075491039	1.32796504019059	int	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	1440	LTR/Pao	8.8	0.922197944576801	0.727319968687774	non-autonomous	heligmosomoides_bakeri	-3.4814877084949
int_As:29976	0.37233988394082	0.204249751011942	int	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	270	LTR/Pao	7.4	0.756480559303488	1.37903660718822	non-autonomous	heligmosomoides_bakeri	-3.76726115144089
int_As:29977	0.596012068613929	0.307295540687261	int	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	1065	LTR/Pao	9.3	0.288540413790855	0.559635745177398	non-autonomous	heligmosomoides_bakeri	-5.15779075773207
LTR_As:29978	7.8587728473062	7.47239501815633	LTR	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	552	LTR/Pao	10.9	13.53694749666	14.2369073320765	non-autonomous	heligmosomoides_bakeri	0.394194487251039
Undetermined_As:29989	217.962165683155	106.454478776593	Undetermined	rnd-4_family-1483	N0.HOG0000003_OG0000003_n0	C	As	3532	LTR/Gypsy	32.4	30.1399996536221	61.7106924357744	non-autonomous	heligmosomoides_bakeri	1.54897143140542
int_As:29990	4.67679934619578	0.817998243484638	int	rnd-4_family-1483	N0.HOG0000003_OG0000003_n0	C	As	493	LTR/Gypsy	33	1.65922564601346	9.48640841013343	non-autonomous	heligmosomoides_bakeri	-2.63412596521861
Undetermined_As:29992	5.24601367090868	3.42521901769753	Undetermined	rnd-4_family-1093	N0.HOG0000010_OG0000006_n0	HC	As	398	LTR/Pao	9.1	8.60607793391339	13.1809388716298	non-autonomous	heligmosomoides_bakeri	-0.259280158903505
Undetermined_As:29995	4.18852970293192	1.12888952701892	Undetermined	rnd-5_family-12057	N0.HOG0000032_OG0000021_n0	C	As	753	LTR/Pao	12.8	1.49918927890958	5.56245644479671	non-autonomous	heligmosomoides_bakeri	-2.78045352277668
Undetermined_As:29996	1.65666902748341	0.716781207283347	Undetermined	rnd-5_family-12057	N0.HOG0000032_OG0000021_n0	C	As	234	LTR/Pao	6.9	3.06316755249294	7.07978216873252	non-autonomous	heligmosomoides_bakeri	-1.74961178062949
LTR_As:29999	1.19169975849174	1.12636308417218	LTR	rnd-4_family-1517	N0.HOG0000003_OG0000003_n0	C	As	430	LTR/Gypsy	18.4	2.61944903295855	2.77139478719009	non-autonomous	heligmosomoides_bakeri	-1.97537267230736
int_As:30000	1.98308694721814	0.922204473327484	int	rnd-4_family-1517	N0.HOG0000003_OG0000003_n0	C	As	290	LTR/Gypsy	21.1	3.18001542526719	6.83823085247636	non-autonomous	heligmosomoides_bakeri	-1.69560230024562
int_As:30004	34.9666065021793	24.6543440747061	int	rnd-5_family-1801	N0.HOG0000086_OG0000072_n0	C	As	4549	LTR/Pao	15.7	5.41972830835482	7.68665783736629	non-autonomous	heligmosomoides_bakeri	-0.926415532925383
int_As:30012	15.4757130343174	6.15656603409024	int	rnd-5_family-1801	N0.HOG0000086_OG0000072_n0	C	As	3903	LTR/Pao	21.8	1.57739329594933	3.96508148458044	non-autonomous	heligmosomoides_bakeri	-2.70709364760707
int_As:30015	5.42735145648226	4.34828352843874	int	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	1486	LTR/Gypsy	30.7	2.92616657364653	3.65232264904594	non-autonomous	heligmosomoides_bakeri	-1.81562416581265
int_As:30016	5.87172499665283	3.35146737666053	int	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	844	LTR/Gypsy	29.3	3.97093291073522	6.95702013821425	non-autonomous	heligmosomoides_bakeri	-1.37515807723057
int_As:30018	81.3993278841243	52.6493063312685	int	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	1088	LTR/Gypsy	31.6	48.3909065544747	74.8155587170261	non-autonomous	heligmosomoides_bakeri	2.23202799794343
int_As:30030	19.136373695562	3.51860374151573	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	3021	LTR/Gypsy	8.9	1.16471490947227	6.33445008128499	non-autonomous	heligmosomoides_bakeri	-3.14465919824907
int_As:30031	3.23220457466522	0.711395015707792	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	183	LTR/Gypsy	12.8	3.88740445741963	17.6623200801378	non-autonomous	heligmosomoides_bakeri	-1.40582884595809
LTR_As:30032	0.148223747137743	0.102617044554482	LTR	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	159	LTR/Gypsy	7.5	0.645390217323789	0.93222482476568	non-autonomous	heligmosomoides_bakeri	-3.99639244877359
int_As:30042	2.90048131231973	0.40769515961648	int	rnd-5_family-1215	N0.HOG0000003_OG0000003_n0	C	As	329	LTR/Gypsy	33	1.23919501403185	8.81605262103262	non-autonomous	heligmosomoides_bakeri	-3.05523281934751
LTR_As:30044	3.18079271878053	4.61678914913838	LTR	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	141	LTR/Pao	18	32.7431854548822	22.5588136083726	non-autonomous	heligmosomoides_bakeri	1.6684867137782
LTR_As:30052	19.8468712164785	31.0635071099213	LTR	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	865	LTR/Pao	3.9	35.9115689132038	22.9443597878364	non-autonomous	heligmosomoides_bakeri	1.80174071423467
int_As:30053	68.4238024773846	59.3806337083994	int	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	1137	LTR/Pao	5.5	52.2257112650831	60.1792458024491	non-autonomous	heligmosomoides_bakeri	2.34205226662573
int_As:30054	654.042948951848	770.956020883062	int	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	8160	LTR/Pao	2.7	94.4799045199832	80.1523221754716	non-autonomous	heligmosomoides_bakeri	3.19729953781876
LTR_As:30055	24.4845689352341	39.6465657927388	LTR	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	870	LTR/Pao	3.7	45.5707652790102	28.1431826841771	non-autonomous	heligmosomoides_bakeri	2.14540062928161
Undetermined_As:30056	39.5815654107653	33.2890035591241	Undetermined	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	3493	LTR/Pao	14.2	9.53020428260066	11.3316820528959	non-autonomous	heligmosomoides_bakeri	-0.112128924798464
Undetermined_As:30060	82.5617705839349	78.1418611221769	Undetermined	rnd-5_family-5588	N0.HOG0000032_OG0000021_n0	C	As	6214	LTR/Pao	2.2	12.5751305314092	13.2864130324968	non-autonomous	heligmosomoides_bakeri	0.287865406510933
LTR_As:30065	1.85451428148305	1.22186925990591	LTR	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	192	LTR/Gypsy	3.1	6.36390239534328	9.65892854939087	non-autonomous	heligmosomoides_bakeri	-0.6947243549498
int_As:30066	89.8746191681366	88.2793809291673	int	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	3462	LTR/Gypsy	2.7	25.499532330782	25.960317495129	non-autonomous	heligmosomoides_bakeri	1.30776281890826
int_As:30067	9.58037422568475	11.0841720483097	int	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	422	LTR/Gypsy	1.7	26.2658105410182	22.70230859167	non-autonomous	heligmosomoides_bakeri	1.35047813659547
LTR_As:30068	5.67637579431716	5.46203822873054	LTR	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	194	LTR/Gypsy	2.1	28.1548362305698	29.259669042872	non-autonomous	heligmosomoides_bakeri	1.45067479017847
Undetermined_As:30084	3.36169979967026	2.46588439195158	Undetermined	rnd-5_family-5588	N0.HOG0000032_OG0000021_n0	C	As	1083	LTR/Pao	2.7	2.27690156228216	3.10406260357365	non-autonomous	heligmosomoides_bakeri	-2.17756414332383
Undetermined_As:30089	26.8928485344675	18.1104796907791	Undetermined	rnd-5_family-5588	N0.HOG0000032_OG0000021_n0	C	As	6479	LTR/Pao	0.7	2.7952584798239	4.15077149783416	non-autonomous	heligmosomoides_bakeri	-1.88165436741761
Undetermined_As:30090	3.14153018772813	2.74880090619309	Undetermined	rnd-5_family-5588	N0.HOG0000032_OG0000021_n0	C	As	314	LTR/Pao	1.9	8.75414301335379	10.0048732093252	non-autonomous	heligmosomoides_bakeri	-0.234670110867124
int_As:30100	6.75364322699363	5.36464899459796	int	rnd-1_family-668	N0.HOG0000003_OG0000003_n0	C	As	525	LTR/Gypsy	35.1	10.2183790373294	12.8640823371307	non-autonomous	heligmosomoides_bakeri	-0.0115416122327701
int_As:30102	7.46131693994124	7.95746634519245	int	rnd-1_family-668	N0.HOG0000003_OG0000003_n0	C	As	828	LTR/Gypsy	32.2	9.61046660047397	9.0112523429242	non-autonomous	heligmosomoides_bakeri	-0.100029586444581
int_As:30104	8.47512435510828	10.0250980059352	int	rnd-5_family-557	N0.HOG0000003_OG0000003_n0	C	As	1155	LTR/Gypsy	32.7	8.67973853327724	7.33777000442275	non-autonomous	heligmosomoides_bakeri	-0.24698447997286
LTR_As:30108	0.0741525189685947	0.308267797820541	LTR	rnd-1_family-602	no_RT	Other	As	216	LTR/Pao	2.4	1.42716573065065	0.343298698928679	non-autonomous	heligmosomoides_bakeri	-2.85148318529285
int_As:30109	15.6758304660981	6.6538246721638	int	rnd-1_family-602	no_RT	Other	As	2534	LTR/Pao	7.6	2.62581873408201	6.18619986823128	non-autonomous	heligmosomoides_bakeri	-1.97186873651298
LTR_As:30110	0.22272866681594	0.102212130814232	LTR	rnd-1_family-602	no_RT	Other	As	218	LTR/Pao	2.3	0.468862985386383	1.02169113218321	non-autonomous	heligmosomoides_bakeri	-4.457397769424
int_As:30123	4.56294077903073	3.17106015096392	int	rnd-1_family-807	no_RT	Other	As	189	LTR/Pao	1.1	16.7780960368462	24.1425438043954	non-autonomous	heligmosomoides_bakeri	0.703871040388179
LTR_As:30124	0.0741525189685947	0.102248309691888	LTR	rnd-1_family-807	no_RT	Other	As	107	LTR/Pao	9.3	0.955591679363438	0.693014195968174	non-autonomous	heligmosomoides_bakeri	-3.43016986687458
int_As:30126	84.9028791788889	57.555887279316	int	rnd-1_family-807	no_RT	Other	As	1268	LTR/Pao	10.3	45.3910782959905	66.9581066079566	non-autonomous	heligmosomoides_bakeri	2.13970079193608
int_As:30139	48.46603259815	20.8348764454172	int	rnd-5_family-9734	N0.HOG0000003_OG0000003_n0	C	As	1179	LTR/Gypsy	33	17.671650929107	41.1077460544105	non-autonomous	heligmosomoides_bakeri	0.778728857355386
int_As:30140	18.9566050021066	8.25636651605164	int	rnd-5_family-9734	N0.HOG0000003_OG0000003_n0	C	As	159	LTR/Gypsy	34.6	51.926833434287	119.223930830859	non-autonomous	heligmosomoides_bakeri	2.33377228174119
int_As:30146	57.5075338550145	78.4221390031183	int	rnd-5_family-1248	N0.HOG0000003_OG0000003_n0	C	As	3326	LTR/Gypsy	34.1	23.5785144326874	17.2902988138949	non-autonomous	heligmosomoides_bakeri	1.19476485504534
int_As:30170	10.4026453909544	7.67227421172639	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	744	LTR/Pao	11	10.3121965211376	13.9820502566591	non-autonomous	heligmosomoides_bakeri	0.00164369378817231
int_As:30171	69.5593542627335	62.6022320636285	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	1071	LTR/Pao	7.5	58.4521307783646	64.9480431958296	non-autonomous	heligmosomoides_bakeri	2.50454764789117
LTR_As:30172	52.9303136058872	62.0039697274061	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	953	LTR/Pao	12.5	65.0618779930809	55.5407278131031	non-autonomous	heligmosomoides_bakeri	2.65910449702224
int_As:30175	89.6874590044407	62.4907910046997	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2986	LTR/Pao	10.6	20.9279273291024	30.0359876103284	non-autonomous	heligmosomoides_bakeri	1.02272146734006
int_As:30176	5.08701489679869	3.27136275463722	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	238	LTR/Pao	8.4	13.7452216581396	21.3740121714231	non-autonomous	heligmosomoides_bakeri	0.416222203271134
int_As:30178	17.2790886188139	19.3868392768216	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	1116	LTR/Pao	15.5	17.3717197820982	15.4830543179336	non-autonomous	heligmosomoides_bakeri	0.754032617468985
