adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	sFam	div	rpkm_adult_polyP	rpkm_IP_polyP	LTR_type2	species	log2RPKM_centered
int_As:9616	87.5659624990084	50.1983166576579	int	rnd-4_family-407	no_RT	Other	As	3003	LTR/Gypsy	11.6	29.1594946716645	16.7160561630562	non-autonomous	ancylostoma_ceylanicum	-1.4538200444957
Undetermined_As:9628	7.66154441647068	4.93513599664648	Undetermined	rnd-4_family-1189	N0.HOG0000050_OG0000036_n0	C	As	431	LTR/DIRS	28.9	17.7762051426234	11.4504315467436	non-autonomous	ancylostoma_ceylanicum	-1.99965258348215
int_As:9633	52.1811641742103	33.009452707069	int	rnd-5_family-98-1	no_RT	Other	As	1545	LTR/Pao	8.7	33.7742162939873	21.3653415579734	non-autonomous	ancylostoma_ceylanicum	-1.09978217457133
Undetermined_As:9646	147.985681807696	220.765828631958	Undetermined	rnd-5_family-192-1	N0.HOG0000027_OG0000016_n0	C	As	283	LTR/Pao	8.2	522.917603560763	780.091267250736	non-autonomous	ancylostoma_ceylanicum	4.09051646223524
int_As:9654	62.1946629950166	44.6725394571672	int	rnd-5_family-1396	N0.HOG0000032_OG0000021_n0	C	As	2866	LTR/Pao	5.5	21.7008593841649	15.5870688964296	non-autonomous	ancylostoma_ceylanicum	-1.55470489660374
Undetermined_As:9660	32.7667458718539	69.061240853539	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	89	LTR/Gypsy	12.4	368.165683953415	775.968998354371	non-autonomous	ancylostoma_ceylanicum	4.08287255417056
int_As:9676	185.288771675509	103.522021022196	int	rnd-5_family-293-1	N0.HOG0000050_OG0000036_n0	C	As	2782	LTR/DIRS	33.7	66.6027216662506	37.2113662912278	non-autonomous	ancylostoma_ceylanicum	-0.299311192554658
Undetermined_As:9684	15.0998292662722	6.4704307994945	Undetermined	rnd-5_family-4327-1	N0.HOG0000128_OG0000114_n0	LC	As	517	LTR/DIRS	32.7	29.2066330101978	12.515340037707	non-autonomous	ancylostoma_ceylanicum	-1.87135706637002
Undetermined_As:9686	10.7804378486272	10.6350669710433	Undetermined	rnd-5_family-4327-1	N0.HOG0000128_OG0000114_n0	LC	As	1881	LTR/DIRS	35.1	5.73122692643659	5.65394309996984	non-autonomous	ancylostoma_ceylanicum	-3.01772528609083
int_As:9690	23.4753986193173	12.0152939149198	int	rnd-5_family-72-1	N0.HOG0000026_OG0000015_n0	C	As	989	LTR/Gypsy	28.4	23.7365001206444	12.1489321687763	non-autonomous	ancylostoma_ceylanicum	-1.91422504185823
int_As:9692	1.67578982302882	2.4644452822858	int	rnd-4_family-43	no_RT	Other	As	182	LTR/Gypsy	22.1	9.20763639026824	13.5409081444275	non-autonomous	ancylostoma_ceylanicum	-1.7577300564864
Undetermined_As:9694	27.0647144218116	27.7343103693463	Undetermined	rnd-5_family-192-1	N0.HOG0000027_OG0000016_n0	C	As	250	LTR/Pao	20.1	108.258857687246	110.937241477385	non-autonomous	ancylostoma_ceylanicum	1.27661729692889
Undetermined_As:9707	0.23927832473387	2.46683252144916	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	149	LTR/Gypsy	11.5	1.60589479687161	16.555922962746	non-autonomous	ancylostoma_ceylanicum	-1.46770711486779
Undetermined_As:9708	78.2744375340545	91.8051306433791	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	994	LTR/Gypsy	15.4	78.7469190483446	92.3592863615484	non-autonomous	ancylostoma_ceylanicum	1.01220247030783
Undetermined_As:9710	21.5564791632163	24.8781281565035	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	904	LTR/Gypsy	18.6	23.8456627911685	27.5200532704685	non-autonomous	ancylostoma_ceylanicum	-0.73457129282016
int_As:9716	42.6190345908513	25.3940228161863	int	rnd-5_family-103-1	N0.HOG0000010_OG0000006_n0	HC	As	1357	LTR/Pao	32.5	31.4068051516959	18.7133550598278	non-autonomous	ancylostoma_ceylanicum	-1.290986317361
int_As:9718	494.920311409458	697.89809998126	int	rnd-5_family-103-1	N0.HOG0000010_OG0000006_n0	HC	As	5466	LTR/Pao	21.4	90.5452454097069	127.679857296242	non-autonomous	ancylostoma_ceylanicum	1.47940448362382
LTR_As:9730	70.6642345193578	44.3129685406505	LTR	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	373	LTR/Pao	6.2	189.448349917849	118.801524237669	non-autonomous	ancylostoma_ceylanicum	1.37542688561105
int_As:9731	221.194026435246	178.560398347299	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	1795	LTR/Pao	3	123.22786988036	99.4765450402779	non-autonomous	ancylostoma_ceylanicum	1.11930184612324
int_As:9732	361.595809596294	257.572491069261	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	1326	LTR/Pao	4.9	272.696688986647	194.247730821464	non-autonomous	ancylostoma_ceylanicum	2.08477128474703
Undetermined_As:9738	88.3140349356455	100.599674958837	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	2287	LTR/Gypsy	7.9	38.615668970549	43.9876147611878	non-autonomous	ancylostoma_ceylanicum	-0.0579571825932481
Undetermined_As:9772	1.19813805609895	2.77645058183237	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	211	LTR/Gypsy	21.6	5.67837941279125	13.1585335631866	non-autonomous	ancylostoma_ceylanicum	-1.79905583685011
int_As:9777	8.86221628800856	10.6350669710433	int	rnd-5_family-196-1	no_RT	Other	As	1101	LTR/Gypsy	30.2	8.04924276840014	9.65946137242804	non-autonomous	ancylostoma_ceylanicum	-2.245039906132
Undetermined_As:9790	4.54022146104781	6.16433891247046	Undetermined	rnd-4_family-75	N0.HOG0000003_OG0000003_n0	C	As	140	LTR/Gypsy	25.2	32.4301532931986	44.0309922319318	non-autonomous	ancylostoma_ceylanicum	-0.0565351999208819
LTR_As:9795	0.957370079043733	4.00509682229656	LTR	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	326	LTR/Pao	12.5	2.93671803387648	12.2855730745293	non-autonomous	ancylostoma_ceylanicum	-1.89808940006176
int_As:9796	4.545157298328	1.84921019931228	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	271	LTR/Pao	14.8	16.7717981488118	6.82365387200104	non-autonomous	ancylostoma_ceylanicum	-2.74643818217384
Undetermined_As:9812	2.87451906335471	7.08010160444054	Undetermined	rnd-5_family-193-1	N0.HOG0000016_OG0000008_n0	HC	As	473	LTR/Pao	13.8	6.07720732210298	14.9685023349694	non-autonomous	ancylostoma_ceylanicum	-1.61312467490123
Undetermined_As:9813	1.19529566559868	0.770255297275026	Undetermined	rnd-5_family-193-1	N0.HOG0000016_OG0000008_n0	HC	As	399	LTR/Pao	6.5	2.99572848520974	1.93046440419806	non-autonomous	ancylostoma_ceylanicum	-4.56803469767537
Undetermined_As:9814	1.67426639266147	0.462143198883819	Undetermined	rnd-5_family-193-1	N0.HOG0000016_OG0000008_n0	HC	As	694	LTR/Pao	7.3	2.41248759749492	0.665912390322506	non-autonomous	ancylostoma_ceylanicum	-6.10357836129597
Undetermined_As:9820	253.866653311632	117.96156784879	Undetermined	rnd-5_family-520	no_RT	Other	As	443	LTR/Gypsy	15.4	573.062422825354	266.278934195913	non-autonomous	ancylostoma_ceylanicum	2.53981183827551
Undetermined_As:9839	0.957370079043733	1.84921019931228	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	195	LTR/Gypsy	12.3	4.90959014894222	9.48312922724247	non-autonomous	ancylostoma_ceylanicum	-2.27161945456957
Undetermined_As:9840	0.23927832473387	0.616387561445588	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	229	LTR/Gypsy	2.6	1.0448835141217	2.69164873993707	non-autonomous	ancylostoma_ceylanicum	-4.08849249978848
Undetermined_As:9844	83.5772555857809	120.500072422393	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	364	LTR/Gypsy	6.9	229.607845015882	331.044155006573	non-autonomous	ancylostoma_ceylanicum	2.85389719740561
Undetermined_As:9850	31.8094560398432	51.022899088702	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	662	LTR/Gypsy	7.8	48.0505378245366	77.0738656929033	non-autonomous	ancylostoma_ceylanicum	0.751187196657089
Undetermined_As:9851	2.63225356339281	2.46802737978626	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	438	LTR/Gypsy	5.1	6.00971133194705	5.63476570727457	non-autonomous	ancylostoma_ceylanicum	-3.02262702577187
Undetermined_As:9852	56.7619695602928	50.0311919343387	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	970	LTR/Gypsy	6.5	58.5174943920544	51.5785483859162	non-autonomous	ancylostoma_ceylanicum	0.171716615358678
Undetermined_As:9853	9.08795239920305	7.39271200180631	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	214	LTR/Gypsy	9.3	42.4670672859955	34.5453831860108	non-autonomous	ancylostoma_ceylanicum	-0.40656164080842
Undetermined_As:9854	51.6506316159851	90.193919074181	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	1280	LTR/Gypsy	7.7	40.3520559499884	70.4639992767039	non-autonomous	ancylostoma_ceylanicum	0.621831803723506
Undetermined_As:9856	85.7615805483262	198.45429116813	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	484	LTR/Gypsy	5.2	177.193348240343	410.02952720688	non-autonomous	ancylostoma_ceylanicum	3.16260134479676
Undetermined_As:9868	453.148934658819	312.50174227127	Undetermined	rnd-5_family-177-1	N0.HOG0000016_OG0000008_n0	HC	As	856	LTR/Pao	23.1	529.37959656404	365.072128821577	non-autonomous	ancylostoma_ceylanicum	2.9950550708297
Undetermined_As:9874	202.039678246396	201.706910668652	Undetermined	rnd-5_family-125-1	N0.HOG0000010_OG0000006_n0	HC	As	2056	LTR/Pao	15.2	98.268325995329	98.1064740606285	non-autonomous	ancylostoma_ceylanicum	1.09929378776099
Undetermined_As:9882	17.0091167755334	23.4025948674454	Undetermined	rnd-5_family-125-1	N0.HOG0000010_OG0000006_n0	HC	As	1256	LTR/Pao	22.3	13.5422904263801	18.6326392256731	non-autonomous	ancylostoma_ceylanicum	-1.29722251576475
int_As:9887	264.32484041993	285.167418228101	int	rnd-5_family-8682	N0.HOG0000009_OG0000005_n23	HC	As	729	LTR/Gypsy	6.7	362.585514979327	391.176156691497	non-autonomous	ancylostoma_ceylanicum	3.09469197597502
LTR_As:9888	15.0560175059516	14.1581179330433	LTR	rnd-5_family-8682	N0.HOG0000009_OG0000005_n23	HC	As	169	LTR/Gypsy	5.3	89.0888609819622	83.7758457576529	non-autonomous	ancylostoma_ceylanicum	0.871479790724482
int_As:9890	65.040070602318	47.0045541641377	int	rnd-5_family-8682	N0.HOG0000009_OG0000005_n23	HC	As	1449	LTR/Gypsy	6	44.8861770892464	32.4393058413649	non-autonomous	ancylostoma_ceylanicum	-0.497311607380309
int_As:9895	31.3660889640717	32.9496131152122	int	rnd-1_family-215	no_RT	Other	As	2686	LTR/Pao	19.4	11.6776206120892	12.267167950563	non-autonomous	ancylostoma_ceylanicum	-1.90025233462125
LTR_As:9896	1.43606160276757	0.924588056049438	LTR	rnd-1_family-215	no_RT	Other	As	238	LTR/Pao	14.4	6.03387228053602	3.8848237649136	non-autonomous	ancylostoma_ceylanicum	-3.55913349813383
Undetermined_As:9903	914.547086441522	683.121905806202	Undetermined	rnd-4_family-1189	N0.HOG0000050_OG0000036_n0	C	As	2136	LTR/DIRS	32.7	428.158748334046	319.813626313765	non-autonomous	ancylostoma_ceylanicum	2.80410494850607
Undetermined_As:9904	995.90268199755	694.904415215486	Undetermined	rnd-4_family-1189	N0.HOG0000050_OG0000036_n0	C	As	494	LTR/DIRS	32	2015.99733197885	1406.68909962649	non-autonomous	ancylostoma_ceylanicum	4.94110513984607
Undetermined_As:9906	72.5205692681143	45.2264900756737	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	834	LTR/Gypsy	32.1	86.955119026516	54.2284053665152	non-autonomous	ancylostoma_ceylanicum	0.243994191790314
Undetermined_As:9908	2.86743920884956	4.16843902379289	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	113	LTR/Gypsy	14.4	25.3755682199076	36.8888409185212	non-autonomous	ancylostoma_ceylanicum	-0.311870096549309
Undetermined_As:9914	26.5859037826465	27.5955627911918	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	385	LTR/Gypsy	15.1	69.0542955393417	71.6767864706281	non-autonomous	ancylostoma_ceylanicum	0.646451402130453
int_As:9921	30.9068562019508	31.9970050392556	int	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	200	LTR/Gypsy	9.5	154.534281009754	159.985025196278	non-autonomous	ancylostoma_ceylanicum	1.80481041272925
int_As:9922	206.397202937157	240.674613352727	int	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	335	LTR/Gypsy	8.7	616.111053543752	718.431681649932	non-autonomous	ancylostoma_ceylanicum	3.97172451135396
int_As:9923	56.0678479892968	48.0445254500959	int	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	57	LTR/Gypsy	0	983.646455952575	842.886411405191	non-autonomous	ancylostoma_ceylanicum	4.20221176399587
LTR_As:9924	33.293072856866	19.4630136931351	LTR	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	118	LTR/Gypsy	20.5	282.144685227678	164.94079400962	non-autonomous	ancylostoma_ceylanicum	1.8488217971058
LTR_As:9938	80.7138571662303	88.1336570361402	LTR	rnd-5_family-66-1	N0.HOG0000003_OG0000003_n0	C	As	430	LTR/Gypsy	0	187.706644572629	204.961993107303	non-autonomous	ancylostoma_ceylanicum	2.16222994943224
int_As:9939	1619.71970623668	1735.55724390492	int	rnd-5_family-66-1	N0.HOG0000003_OG0000003_n0	C	As	7797	LTR/Gypsy	0	207.736271160277	222.592951635876	non-autonomous	ancylostoma_ceylanicum	2.28128145013972
LTR_As:9940	62.4628454799698	56.1953827331554	LTR	rnd-5_family-66-1	N0.HOG0000003_OG0000003_n0	C	As	430	LTR/Gypsy	0	145.262431348767	130.686936588733	non-autonomous	ancylostoma_ceylanicum	1.51298847655531
Undetermined_As:9952	43.3644174468124	35.5853373495259	Undetermined	rnd-5_family-140-1	N0.HOG0000016_OG0000008_n0	HC	As	495	LTR/Pao	31.6	87.604883730934	71.8895704030827	non-autonomous	ancylostoma_ceylanicum	0.650727927015555
LTR_As:9956	144.083742113193	204.422305107804	LTR	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	175	LTR/Gypsy	1.7	823.335669218244	1168.12745775888	non-autonomous	ancylostoma_ceylanicum	4.67299933371933
int_As:9957	5196.94152874337	4481.32955971611	int	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	4259	LTR/Gypsy	0.1	1220.22576396886	1052.20229155109	non-autonomous	ancylostoma_ceylanicum	4.52221373147129
LTR_As:9958	0.478439161856532	1.5418356575709	LTR	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	175	LTR/Gypsy	1.7	2.73393806775161	8.8104894718337	non-autonomous	ancylostoma_ceylanicum	-2.37776047924105
Undetermined_As:9970	34.6853580933669	26.5319053602208	Undetermined	rnd-5_family-2895	no_RT	Other	As	438	LTR/Gypsy	23.5	79.1903152816596	60.5751263931981	non-autonomous	ancylostoma_ceylanicum	0.403670954456609
Undetermined_As:9972	259.729821862915	362.372071592509	Undetermined	rnd-5_family-2895	no_RT	Other	As	491	LTR/Gypsy	28.1	528.981307256445	738.02865904788	non-autonomous	ancylostoma_ceylanicum	4.01055037935377
Undetermined_As:9974	127.844963367919	186.278568349441	Undetermined	CER2-I_CE	N0.HOG0000026_OG0000015_n0	C	As	651	LTR/Gypsy_CER2-I_CE_As	33.6	196.382432208785	286.142194085163	non-autonomous	ancylostoma_ceylanicum	2.64360579033078
Undetermined_As:9986	3.82810407417418	5.39473844651266	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	1281	LTR/Gypsy	10.1	2.9883716426028	4.21134929470153	non-autonomous	ancylostoma_ceylanicum	-3.44270011092673
int_As:9998	262.069200693168	185.514027881043	int	rnd-5_family-28-1	N0.HOG0000086_OG0000072_n0	C	As	327	LTR/Pao	10.2	801.434864505101	567.32118618056	non-autonomous	ancylostoma_ceylanicum	3.63103928077472
int_As:10007	36.169907131845	18.6275826938972	int	rnd-4_family-407	no_RT	Other	As	259	LTR/Gypsy	3.1	139.652151088205	71.9211687023058	non-autonomous	ancylostoma_ceylanicum	0.651361909020054
LTR_As:10008	6.93152493492421	8.45555002356521	LTR	rnd-4_family-407	no_RT	Other	As	169	LTR/Gypsy	3	41.0149404433385	50.0328403761255	non-autonomous	ancylostoma_ceylanicum	0.127820801310081
LTR_As:10018	353.706462541915	267.579302849287	LTR	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	784	LTR/Gypsy	5.8	451.156202221831	341.300131185315	non-autonomous	ancylostoma_ceylanicum	2.89791450836953
int_As:10021	133.934877471396	166.055448813787	int	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	1089	LTR/Gypsy	3.2	122.988868201465	152.484342345075	non-autonomous	ancylostoma_ceylanicum	1.73553464843551
LTR_As:10022	2.15175822797775	3.39177882842293	LTR	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	64	LTR/Gypsy	4.7	33.6212223121523	52.9965441941082	non-autonomous	ancylostoma_ceylanicum	0.210843731805189
LTR_As:10026	147.928012214211	274.843335329443	LTR	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	689	LTR/Gypsy	5.7	214.699582313804	398.901792930977	non-autonomous	ancylostoma_ceylanicum	3.12290714727922
LTR_As:10027	14.8370026541376	16.1865945434751	LTR	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	441	LTR/Gypsy	0	33.6439969481579	36.7042960169502	non-autonomous	ancylostoma_ceylanicum	-0.319105623759364
int_As:10028	922.727241835673	959.395115175377	int	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	5474	LTR/Gypsy	2.5	168.565444252041	175.263996195721	non-autonomous	ancylostoma_ceylanicum	1.93640319868147
Undetermined_As:10044	37.1031077680057	51.1043225645856	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	74	LTR/Gypsy	2.7	501.393348216293	690.598953575481	non-autonomous	ancylostoma_ceylanicum	3.91472168756575
Undetermined_As:10056	5.26569419889988	12.6429115606383	Undetermined	rnd-5_family-82-1	N0.HOG0000047_OG0000033_n0	C	As	174	LTR/Gypsy	7.5	30.2626103385051	72.660411268036	non-autonomous	ancylostoma_ceylanicum	0.666114976148647
LTR_As:10060	154.311435094545	130.743301521369	LTR	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	862	LTR/Gypsy	0	179.015585956549	151.674363713885	non-autonomous	ancylostoma_ceylanicum	1.72785079856704
int_As:10061	3542.52497952874	3829.41044100186	int	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	6541	LTR/Gypsy	0	541.587674595434	585.447246751546	non-autonomous	ancylostoma_ceylanicum	3.676412718195
LTR_As:10062	180.941260502755	157.279718764281	LTR	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	862	LTR/Gypsy	0	209.908654875586	182.459070492205	non-autonomous	ancylostoma_ceylanicum	1.99444641205294
Undetermined_As:10075	128.295135304209	136.115420443762	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	515	LTR/Gypsy	7	249.116767580988	264.301787269441	non-autonomous	ancylostoma_ceylanicum	2.52905972025284
Undetermined_As:10076	401.445510659743	402.443747984335	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	1019	LTR/Gypsy	7.8	393.960265613094	394.939890072949	non-autonomous	ancylostoma_ceylanicum	3.1085066309408
Undetermined_As:10078	11.5085892189021	9.39701201642809	Undetermined	rnd-5_family-1224	N0.HOG0000026_OG0000015_n0	C	As	804	LTR/Gypsy	2.7	14.3141656951519	11.6878258910797	non-autonomous	ancylostoma_ceylanicum	-1.97004796332588
Undetermined_As:10082	10.2935560865762	4.92770869713269	Undetermined	rnd-5_family-1224	N0.HOG0000026_OG0000015_n0	C	As	1436	LTR/Gypsy	3.8	7.16821454496952	3.43155201750187	non-autonomous	ancylostoma_ceylanicum	-3.73812142629504
Undetermined_As:10085	257.642209703415	261.704257561754	Undetermined	rnd-5_family-1224	N0.HOG0000026_OG0000015_n0	C	As	456	LTR/Gypsy	3.3	565.004845840822	573.912845530163	non-autonomous	ancylostoma_ceylanicum	3.6477052051069
Undetermined_As:10086	448.413083287165	926.979137563406	Undetermined	rnd-5_family-1224	N0.HOG0000026_OG0000015_n0	C	As	305	LTR/Gypsy	3.7	1470.20683044972	3039.27586086362	non-autonomous	ancylostoma_ceylanicum	6.05252926178088
Undetermined_As:10089	4.55010041690091	0.616008016557494	Undetermined	rnd-5_family-1224	N0.HOG0000026_OG0000015_n0	C	As	89	LTR/Gypsy	11.2	51.1247237854035	6.92143838828645	non-autonomous	ancylostoma_ceylanicum	-2.72591076568602
Undetermined_As:10090	45.2669841628893	13.729107704663	Undetermined	rnd-5_family-1224	N0.HOG0000026_OG0000015_n0	C	As	223	LTR/Gypsy	7	202.990960371701	61.565505402076	non-autonomous	ancylostoma_ceylanicum	0.427067692771256
Undetermined_As:10092	5.74632603197995	3.24266590378658	Undetermined	rnd-5_family-192-1	N0.HOG0000027_OG0000016_n0	C	As	232	LTR/Pao	19.4	24.7686466895687	13.9770082059766	non-autonomous	ancylostoma_ceylanicum	-1.71199897218807
int_As:10105	1.19529566559868	1.53933022286575	int	rnd-5_family-109-1	N0.HOG0000070_OG0000056_n0	C	As	275	LTR/Gypsy	23.4	4.34652969308613	5.59756444678453	non-autonomous	ancylostoma_ceylanicum	-3.03218341692643
LTR_As:10106	4.30351330190437	5.85000528607379	LTR	rnd-5_family-109-1	N0.HOG0000070_OG0000056_n0	C	As	221	LTR/Gypsy	16.3	19.4729108683455	26.47061215418	non-autonomous	ancylostoma_ceylanicum	-0.790662996781111
int_As:10112	2.15269663736957	4.00838842593803	int	rnd-5_family-36-1	N0.HOG0000095_OG0000081_n0	LC	As	537	LTR/Pao	9.2	4.00874606586512	7.46441047660712	non-autonomous	ancylostoma_ceylanicum	-2.61695432652176
Undetermined_As:10122	1.91560977504849	3.54975038170689	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	752	LTR/Gypsy	9.2	2.54735342426661	4.72041274163151	non-autonomous	ancylostoma_ceylanicum	-3.27806963945406
Undetermined_As:10123	3.34820827853681	1.99667255004101	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	318	LTR/Gypsy	5.1	10.5289568507447	6.27884449698431	non-autonomous	ancylostoma_ceylanicum	-2.86648356766292
Undetermined_As:10124	25.3684331710523	52.9023379724039	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	1949	LTR/Gypsy	6.4	13.0161278455887	27.1433237416131	non-autonomous	ancylostoma_ceylanicum	-0.754457163688736
LTR_As:10129	27.2567782009322	14.3340734211893	LTR	rnd-5_family-6278	N0.HOG0000003_OG0000003_n0	C	As	137	LTR/Gypsy	0	198.954585408265	104.628273147367	non-autonomous	ancylostoma_ceylanicum	1.19214629555789
int_As:10130	1579.17261499129	1337.19226285258	int	rnd-5_family-6278	N0.HOG0000003_OG0000003_n0	C	As	7347	LTR/Gypsy	0	214.941148086469	182.00520795598	non-autonomous	ancylostoma_ceylanicum	1.99085327216273
LTR_As:10131	55.268945121977	34.5225081854142	LTR	rnd-5_family-6278	N0.HOG0000003_OG0000003_n0	C	As	142	LTR/Gypsy	0	389.217923394204	243.11625482686	non-autonomous	ancylostoma_ceylanicum	2.40851989502623
int_As:10132	115.094546863635	203.655748810515	int	rnd-5_family-6278	N0.HOG0000003_OG0000003_n0	C	As	162	LTR/Gypsy	3.1	710.460165824907	1257.13425191676	non-autonomous	ancylostoma_ceylanicum	4.77894036060768
Undetermined_As:10134	4.30351330190437	5.85610817257564	Undetermined	rnd-5_family-119-1	N0.HOG0000003_OG0000003_n0	C	As	199	LTR/Gypsy	7.1	21.625694984444	29.4276792591741	non-autonomous	ancylostoma_ceylanicum	-0.637880783278868
Undetermined_As:10137	32.2959919551498	23.9130200299152	Undetermined	rnd-5_family-119-1	N0.HOG0000003_OG0000003_n0	C	As	640	LTR/Gypsy	7.1	50.4624874299215	37.3640937967425	non-autonomous	ancylostoma_ceylanicum	-0.293402022900229
Undetermined_As:10138	251.241044258349	238.731419109653	Undetermined	rnd-5_family-119-1	N0.HOG0000003_OG0000003_n0	C	As	1230	LTR/Gypsy	7.4	204.261011592153	194.090584641994	non-autonomous	ancylostoma_ceylanicum	2.08360367384095
Undetermined_As:10140	6.46763569946993	5.2224037745745	Undetermined	rnd-5_family-119-1	N0.HOG0000003_OG0000003_n0	C	As	488	LTR/Gypsy	8.1	13.2533518431761	10.7016470790461	non-autonomous	ancylostoma_ceylanicum	-2.09722169811769
Undetermined_As:10146	32.3394138638588	51.3348798329001	Undetermined	rnd-5_family-7787	N0.HOG0000026_OG0000015_n0	C	As	370	LTR/Gypsy	25.1	87.4038212536724	138.742918467297	non-autonomous	ancylostoma_ceylanicum	1.59928767661293
Undetermined_As:10148	334.402624912301	446.18142267837	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	1858	LTR/Gypsy	6.6	179.979884236976	240.140701118606	non-autonomous	ancylostoma_ceylanicum	2.39075348410424
Undetermined_As:10150	96.8659606305274	124.614461235701	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	1617	LTR/Gypsy	6.6	59.9047375575309	77.065220306556	non-autonomous	ancylostoma_ceylanicum	0.751025360274811
Undetermined_As:10152	30.4396959382104	58.8549103439298	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	378	LTR/Gypsy	4.4	80.5282961328319	155.700821015687	non-autonomous	ancylostoma_ceylanicum	1.76565009122154
int_As:10168	288.256691014666	286.12077459144	int	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	2380	LTR/DIRS	33.2	121.116256728851	120.218812853546	non-autonomous	ancylostoma_ceylanicum	1.39253621820573
Undetermined_As:10174	5.99262751782584	27.4022072203945	Undetermined	rnd-4_family-579	N0.HOG0000070_OG0000056_n0	C	As	2334	LTR/Gypsy	11.2	2.56753535468117	11.7404486805461	non-autonomous	ancylostoma_ceylanicum	-1.96356701101838
Undetermined_As:10176	27.9994486920164	15.7076929275574	Undetermined	rnd-4_family-579	N0.HOG0000070_OG0000056_n0	C	As	1628	LTR/Gypsy	6.2	17.1986785577496	9.64846002921214	non-autonomous	ancylostoma_ceylanicum	-2.2466839551923
Undetermined_As:10188	239.400016129939	227.128434580715	Undetermined	rnd-4_family-1485	no_RT	Other	As	336	LTR/Gypsy	22.1	712.500048005771	675.977483871175	non-autonomous	ancylostoma_ceylanicum	3.88384873199459
int_As:10190	60.5347032290692	33.2578106549419	int	rnd-5_family-70-1	N0.HOG0000003_OG0000003_n0	C	As	755	LTR/Gypsy	32.2	80.1784148729394	44.0500803376714	non-autonomous	ancylostoma_ceylanicum	-0.0559099051755245
